101_A,0.05908096280087528,0.056921086675291076,0.05357142857142857,0.0,0.07692307692307693,0.05357142857142857,0.16666666666666666,0.16666666666666666,0.0,8,4,7,6,3,5,2,1
101_E,0.02188183807439825,0.02069857697283312,0.017857142857142856,0.0,0.046153846153846156,0.017857142857142856,0.25,0.16666666666666666,0.0,7,4,8,6,1,5,3,2
102_B,0.0437636761487965,0.04139715394566624,0.044642857142857144,0.0,0.046153846153846156,0.044642857142857144,0.25,0.3333333333333333,0.0,7,8,4,2,1,3,5,6
103_A,0.0437636761487965,0.04139715394566624,0.04017857142857143,0.0,0.046153846153846156,0.04017857142857143,0.25,0.16666666666666666,0.0,3,7,8,1,6,5,2,4
105_A,0.04157549234135667,0.059508408796895215,0.03125,0.0,0.046153846153846156,0.03125,0.25,0.16666666666666666,0.0,8,7,6,5,4,3,2,1
105_B,0.08533916849015317,0.0815006468305304,0.09375,0.0,0.07692307692307693,0.09375,0.08333333333333333,0.16666666666666666,0.0,7,8,6,3,1,5,4,2
105_C,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,0.0,7,8,6,3,2,4,5,1
105_E,0.12253829321663019,0.1461836998706339,0.12053571428571429,0.0,0.1076923076923077,0.12053571428571429,0.16666666666666666,0.3333333333333333,0.0,7,4,8,3,6,1,2,5
106_B,0.0525164113785558,0.04915912031047866,0.0625,0.0,0.07692307692307693,0.0625,0.16666666666666666,0.16666666666666666,0.0,8,7,1,6,4,2,3,5
106_C,0.10284463894967177,0.09961190168175937,0.125,0.0,0.046153846153846156,0.125,0.25,0.5,0.0,7,8,1,2,6,3,5,4
106_D,0.08533916849015317,0.08796895213454076,0.08035714285714286,0.0,0.09230769230769231,0.08035714285714286,0.16666666666666666,0.5,0.0,7,6,8,2,1,5,4,3
107_A,0.05470459518599562,0.05304010349288486,0.06696428571428571,0.0,0.06153846153846154,0.06696428571428571,0.16666666666666666,0.3333333333333333,0.0,7,6,8,2,5,3,4,1
107_B,0.05689277899343545,0.0517464424320828,0.05357142857142857,0.06896551724137931,0.046153846153846156,0.05357142857142857,0.25,0.16666666666666666,0.0,7,8,6,2,4,1,5,3
107_C,0.030634573304157548,0.029754204398447608,0.03125,0.0,0.046153846153846156,0.03125,0.25,0.16666666666666666,0.0,6,8,7,1,3,2,4,5
107_D,0.0350109409190372,0.03363518758085381,0.04017857142857143,0.0,0.046153846153846156,0.04017857142857143,0.25,0.3333333333333333,0.0,7,8,6,1,2,3,4,5
107_E,0.12035010940919037,0.13583441138421734,0.13392857142857142,0.034482758620689655,0.046153846153846156,0.13392857142857142,0.25,0.16666666666666666,0.0,6,2,3,7,1,4,8,5
108_A,0.05032822757111598,0.05304010349288486,0.026785714285714284,0.0,0.06153846153846154,0.026785714285714284,0.16666666666666666,0.16666666666666666,0.0,7,6,1,8,3,4,5,2
108_B,0.0700218818380744,0.06985769728331177,0.07142857142857142,0.0,0.07692307692307693,0.07142857142857142,0.16666666666666666,0.16666666666666666,0.0,7,2,1,5,4,3,8,6
109_A,0.02188183807439825,0.02199223803363519,0.017857142857142856,0.0,0.046153846153846156,0.017857142857142856,0.25,0.16666666666666666,0.0,7,2,8,3,1,4,6,5
109_C,0.03282275711159737,0.03622250970245795,0.022321428571428572,0.0,0.06153846153846154,0.022321428571428572,0.16666666666666666,0.16666666666666666,0.0,7,1,3,6,4,2,8,5
109_D,0.045951859956236324,0.045278137128072445,0.044642857142857144,0.0,0.06153846153846154,0.044642857142857144,0.3333333333333333,0.16666666666666666,0.0,1,2,6,3,8,7,5,4
10_A,0.18161925601750548,0.17464424320827943,0.19642857142857142,0.0,0.13846153846153847,0.19642857142857142,0.16666666666666666,0.16666666666666666,0.0,7,1,6,3,2,8,4,5
10_C,0.06783369803063458,0.062095730918499355,0.06696428571428571,0.0,0.046153846153846156,0.06696428571428571,0.25,0.3333333333333333,0.0,7,1,2,6,8,3,5,4
10_D,0.09190371991247265,0.08926261319534282,0.10714285714285714,0.0,0.09230769230769231,0.10714285714285714,0.16666666666666666,0.5,0.0,7,6,3,1,4,2,5,8
10_E,0.08533916849015317,0.07891332470892626,0.10714285714285714,0.0,0.046153846153846156,0.10714285714285714,0.25,0.5,0.0,7,3,6,4,5,2,8,1
110_A,0.04157549234135667,0.042690815006468305,0.026785714285714284,0.0,0.06153846153846154,0.026785714285714284,0.08333333333333333,0.16666666666666666,0.0,7,5,6,2,8,1,4,3
110_B,0.028446389496717725,0.028460543337645538,0.022321428571428572,0.0,0.046153846153846156,0.022321428571428572,0.25,0.16666666666666666,0.0,7,6,5,8,4,3,2,1
111_D,0.037199124726477024,0.037516170763260026,0.04017857142857143,0.0,0.046153846153846156,0.04017857142857143,0.25,0.16666666666666666,0.0,8,3,2,1,4,6,5,7
113_A,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,0.0,1,4,3,2,6,8,5,7
113_C,0.04157549234135667,0.042690815006468305,0.03125,0.0,0.07692307692307693,0.03125,0.16666666666666666,0.16666666666666666,0.0,1,2,4,5,7,8,3,6
114_A,0.04157549234135667,0.040103492884864166,0.04017857142857143,0.0,0.06153846153846154,0.04017857142857143,0.08333333333333333,0.16666666666666666,0.0,1,8,5,4,7,6,2,3
115_A,0.03282275711159737,0.03234152652005175,0.04017857142857143,0.0,0.03076923076923077,0.04017857142857143,0.16666666666666666,0.3333333333333333,0.0,1,5,4,6,8,3,7,2
115_D,0.0525164113785558,0.050452781371280724,0.05803571428571429,0.0,0.046153846153846156,0.05803571428571429,0.25,0.3333333333333333,0.0,4,1,3,6,7,8,5,2
