101_E,0.02188183807439825,0.02069857697283312,0.017857142857142856,0.0,0.046153846153846156,0.017857142857142856,0.25,0.16666666666666666,0.0,8,6,7,5,2,1,4,3
102_B,0.0437636761487965,0.04139715394566624,0.044642857142857144,0.0,0.046153846153846156,0.044642857142857144,0.25,0.3333333333333333,0.0,8,1,7,6,2,5,3,4
103_A,0.0437636761487965,0.04139715394566624,0.04017857142857143,0.0,0.046153846153846156,0.04017857142857143,0.25,0.16666666666666666,0.0,8,1,7,5,6,2,4,3
105_A,0.04157549234135667,0.059508408796895215,0.03125,0.0,0.046153846153846156,0.03125,0.25,0.16666666666666666,0.0,8,6,7,1,2,5,4,3
105_B,0.08533916849015317,0.0815006468305304,0.09375,0.0,0.07692307692307693,0.09375,0.08333333333333333,0.16666666666666666,0.0,8,1,7,6,5,2,4,3
105_C,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,0.0,8,7,1,5,2,6,4,3
105_E,0.12253829321663019,0.1461836998706339,0.12053571428571429,0.0,0.1076923076923077,0.12053571428571429,0.16666666666666666,0.3333333333333333,0.0,5,7,1,8,6,2,4,3
106_B,0.0525164113785558,0.04915912031047866,0.0625,0.0,0.07692307692307693,0.0625,0.16666666666666666,0.16666666666666666,0.0,5,1,8,6,7,2,4,3
107_A,0.05470459518599562,0.05304010349288486,0.06696428571428571,0.0,0.06153846153846154,0.06696428571428571,0.16666666666666666,0.3333333333333333,0.0,5,8,1,7,6,2,4,3
107_C,0.030634573304157548,0.029754204398447608,0.03125,0.0,0.046153846153846156,0.03125,0.25,0.16666666666666666,0.0,1,8,5,7,2,6,3,4
108_B,0.0700218818380744,0.06985769728331177,0.07142857142857142,0.0,0.07692307692307693,0.07142857142857142,0.16666666666666666,0.16666666666666666,0.0,1,7,6,5,8,2,3,4
109_A,0.02188183807439825,0.02199223803363519,0.017857142857142856,0.0,0.046153846153846156,0.017857142857142856,0.25,0.16666666666666666,0.0,7,5,8,1,6,2,4,3
109_C,0.03282275711159737,0.03622250970245795,0.022321428571428572,0.0,0.06153846153846154,0.022321428571428572,0.16666666666666666,0.16666666666666666,0.0,1,8,7,5,2,6,4,3
10_A,0.18161925601750548,0.17464424320827943,0.19642857142857142,0.0,0.13846153846153847,0.19642857142857142,0.16666666666666666,0.16666666666666666,0.0,8,1,5,7,2,6,4,3
10_D,0.09190371991247265,0.08926261319534282,0.10714285714285714,0.0,0.09230769230769231,0.10714285714285714,0.16666666666666666,0.5,0.0,1,8,5,7,6,2,3,4
10_E,0.08533916849015317,0.07891332470892626,0.10714285714285714,0.0,0.046153846153846156,0.10714285714285714,0.25,0.5,0.0,1,8,5,6,7,2,4,3
110_A,0.04157549234135667,0.042690815006468305,0.026785714285714284,0.0,0.06153846153846154,0.026785714285714284,0.08333333333333333,0.16666666666666666,0.0,1,5,8,7,6,2,4,3
110_B,0.028446389496717725,0.028460543337645538,0.022321428571428572,0.0,0.046153846153846156,0.022321428571428572,0.25,0.16666666666666666,0.0,5,8,7,1,2,6,3,4
111_D,0.037199124726477024,0.037516170763260026,0.04017857142857143,0.0,0.046153846153846156,0.04017857142857143,0.25,0.16666666666666666,0.0,4,1,3,2,5,6,8,7
113_A,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,0.0,5,1,2,6,8,3,7,4
113_C,0.04157549234135667,0.042690815006468305,0.03125,0.0,0.07692307692307693,0.03125,0.16666666666666666,0.16666666666666666,0.0,8,3,5,1,7,6,2,4
114_A,0.04157549234135667,0.040103492884864166,0.04017857142857143,0.0,0.06153846153846154,0.04017857142857143,0.08333333333333333,0.16666666666666666,0.0,5,1,8,2,6,7,4,3
115_A,0.03282275711159737,0.03234152652005175,0.04017857142857143,0.0,0.03076923076923077,0.04017857142857143,0.16666666666666666,0.3333333333333333,0.0,1,5,6,8,2,7,4,3
115_D,0.0525164113785558,0.050452781371280724,0.05803571428571429,0.0,0.046153846153846156,0.05803571428571429,0.25,0.3333333333333333,0.0,1,6,5,8,7,2,3,4
115_E,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,4.656682723354707e-05,1,7,2,6,5,8,4,3
117_A,0.22538293216630198,0.22509702457956016,0.20089285714285715,0.0,0.2923076923076923,0.20089285714285715,0.16666666666666666,0.16666666666666666,0.0,6,5,7,1,2,8,3,4
117_C,0.12035010940919037,0.12160413971539456,0.11607142857142858,0.0,0.15384615384615385,0.11607142857142858,0.16666666666666666,0.16666666666666666,0.0,5,1,6,8,7,2,4,3
118_B,0.028446389496717725,0.027166882276843468,0.022321428571428572,0.0,0.046153846153846156,0.022321428571428572,0.25,0.3333333333333333,0.0,1,5,6,8,2,7,3,4
118_C,0.08971553610503283,0.09314359637774904,0.09375,0.0,0.09230769230769231,0.09375,0.16666666666666666,0.3333333333333333,0.0,1,5,6,7,8,2,3,4
118_D,0.09190371991247265,0.0944372574385511,0.11607142857142858,0.0,0.046153846153846156,0.11607142857142858,0.25,0.5,0.0,5,1,8,6,7,2,3,4
118_E,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,2.3284228524026514e-05,5,1,6,2,7,8,4,3
119_A,0.03282275711159737,0.03363518758085381,0.03571428571428571,0.0,0.03076923076923077,0.03571428571428571,0.16666666666666666,0.16666666666666666,0.0,5,1,2,6,7,8,4,3
119_C,0.08096280087527352,0.07761966364812418,0.10267857142857142,0.0,0.07692307692307693,0.10267857142857142,0.16666666666666666,0.3333333333333333,0.0,1,5,7,8,2,6,4,3
119_E,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,2.3294705902993378e-06,6,7,1,8,2,5,4,3
11_A,0.11816192560175055,0.11384217335058215,0.12946428571428573,0.0,0.09230769230769231,0.12946428571428573,0.16666666666666666,0.16666666666666666,0.0,1,6,2,8,5,7,3,4
11_C,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,5.8207660927019934e-08,1,6,8,7,2,4,3,5
11_D,0.10284463894967177,0.10090556274256145,0.10714285714285714,0.0,0.09230769230769231,0.10714285714285714,0.16666666666666666,0.5,0.0,1,6,2,8,5,7,4,3
120_C,0.061269146608315096,0.05821474773609314,0.05357142857142857,0.0,0.09230769230769231,0.05357142857142857,0.16666666666666666,0.16666666666666666,0.0,5,6,8,2,3,7,1,4
121_A,0.0525164113785558,0.055627425614489,0.05803571428571429,0.0,0.03076923076923077,0.05803571428571429,0.16666666666666666,0.16666666666666666,0.0,2,6,8,7,5,4,3,1
121_B,0.061269146608315096,0.06597671410090557,0.03571428571428571,0.0,0.09230769230769231,0.03571428571428571,0.08333333333333333,0.3333333333333333,0.0,5,8,2,6,7,3,1,4
121_C,0.0437636761487965,0.054333764553686936,0.04017857142857143,0.0,0.07692307692307693,0.04017857142857143,0.08333333333333333,0.3333333333333333,0.0,5,6,2,8,7,1,4,3
121_D,0.010940919037199124,0.014230271668822769,0.004464285714285714,0.0,0.015384615384615385,0.004464285714285714,0.16666666666666666,0.16666666666666666,0.00013970071453128492,2,1,5,6,3,8,4,7
