101_A,27,44.0,12.0,0.0,5.0,12.0,2.0,1.0,0.0,8,4,7,6,3,5,2,1
101_E,10,16.0,4.0,0.0,3.0,4.0,3.0,1.0,0.0,7,4,8,6,1,5,3,2
102_B,20,32.0,10.0,0.0,3.0,10.0,3.0,2.0,0.0,7,8,4,2,1,3,5,6
103_A,20,32.0,9.0,0.0,3.0,9.0,3.0,1.0,0.0,3,7,8,1,6,5,2,4
105_A,19,46.0,7.0,0.0,3.0,7.0,3.0,1.0,0.0,8,7,6,5,4,3,2,1
105_B,39,63.0,21.0,0.0,5.0,21.0,1.0,1.0,0.0,7,8,6,3,1,5,4,2
105_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,7,8,6,3,2,4,5,1
105_E,56,113.0,27.0,0.0,7.0,27.0,2.0,2.0,0.0,7,4,8,3,6,1,2,5
106_B,24,38.0,14.0,0.0,5.0,14.0,2.0,1.0,0.0,8,7,1,6,4,2,3,5
106_C,47,77.0,28.0,0.0,3.0,28.0,3.0,3.0,0.0,7,8,1,2,6,3,5,4
106_D,39,68.0,18.0,0.0,6.0,18.0,2.0,3.0,0.0,7,6,8,2,1,5,4,3
107_A,25,41.0,15.0,0.0,4.0,15.0,2.0,2.0,0.0,7,6,8,2,5,3,4,1
107_B,26,40.0,12.0,2.0,3.0,12.0,3.0,1.0,0.0,7,8,6,2,4,1,5,3
107_C,14,23.0,7.0,0.0,3.0,7.0,3.0,1.0,0.0,6,8,7,1,3,2,4,5
107_D,16,26.0,9.0,0.0,3.0,9.0,3.0,2.0,0.0,7,8,6,1,2,3,4,5
107_E,55,105.0,30.0,1.0,3.0,30.0,3.0,1.0,0.0,6,2,3,7,1,4,8,5
108_A,23,41.0,6.0,0.0,4.0,6.0,2.0,1.0,0.0,7,6,1,8,3,4,5,2
108_B,32,54.0,16.0,0.0,5.0,16.0,2.0,1.0,0.0,7,2,1,5,4,3,8,6
109_A,10,17.0,4.0,0.0,3.0,4.0,3.0,1.0,0.0,7,2,8,3,1,4,6,5
109_C,15,28.0,5.0,0.0,4.0,5.0,2.0,1.0,0.0,7,1,3,6,4,2,8,5
109_D,21,35.0,10.0,0.0,4.0,10.0,4.0,1.0,0.0,1,2,6,3,8,7,5,4
10_A,83,135.0,44.0,0.0,9.0,44.0,2.0,1.0,0.0,7,1,6,3,2,8,4,5
10_C,31,48.0,15.0,0.0,3.0,15.0,3.0,2.0,0.0,7,1,2,6,8,3,5,4
10_D,42,69.0,24.0,0.0,6.0,24.0,2.0,3.0,0.0,7,6,3,1,4,2,5,8
10_E,39,61.0,24.0,0.0,3.0,24.0,3.0,3.0,0.0,7,3,6,4,5,2,8,1
110_A,19,33.0,6.0,0.0,4.0,6.0,1.0,1.0,0.0,7,5,6,2,8,1,4,3
110_B,13,22.0,5.0,0.0,3.0,5.0,3.0,1.0,0.0,7,6,5,8,4,3,2,1
111_D,17,29.0,9.0,0.0,3.0,9.0,3.0,1.0,0.0,8,3,2,1,4,6,5,7
113_A,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1,4,3,2,6,8,5,7
113_C,19,33.0,7.0,0.0,5.0,7.0,2.0,1.0,0.0,1,2,4,5,7,8,3,6
114_A,19,31.0,9.0,0.0,4.0,9.0,1.0,1.0,0.0,1,8,5,4,7,6,2,3
115_A,15,25.0,9.0,0.0,2.0,9.0,2.0,2.0,0.0,1,5,4,6,8,3,7,2
115_D,24,39.0,13.0,0.0,3.0,13.0,3.0,2.0,0.0,4,1,3,6,7,8,5,2
115_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,200003.0,8,3,7,1,5,6,2,4
117_A,103,174.0,45.0,0.0,19.0,45.0,2.0,1.0,0.0,1,4,3,2,7,5,8,6
117_B,31,47.0,11.0,0.0,6.0,11.0,1.0,1.0,0.0,1,3,7,2,6,4,8,5
117_C,55,94.0,26.0,0.0,10.0,26.0,2.0,1.0,0.0,3,1,6,5,8,2,4,7
117_D,14,32.0,7.0,0.0,2.0,7.0,2.0,1.0,0.0,3,2,1,7,4,6,5,8
118_B,13,21.0,5.0,0.0,3.0,5.0,3.0,2.0,0.0,1,5,7,3,6,8,4,2
118_C,41,72.0,21.0,0.0,6.0,21.0,2.0,2.0,0.0,1,6,2,3,7,8,4,5
118_D,42,73.0,26.0,0.0,3.0,26.0,3.0,3.0,0.0,1,7,5,3,4,8,2,6
118_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,100005.0,3,6,1,4,2,5,8,7
119_A,15,26.0,8.0,0.0,2.0,8.0,2.0,1.0,0.0,1,3,5,6,7,8,2,4
119_C,37,60.0,23.0,0.0,5.0,23.0,2.0,2.0,0.0,5,1,6,2,3,7,8,4
119_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,10005.0,1,3,7,2,6,4,8,5
11_A,54,88.0,29.0,0.0,6.0,29.0,2.0,1.0,0.0,6,1,7,3,4,2,8,5
11_B,19,32.0,8.0,0.0,4.0,8.0,1.0,1.0,0.0,1,7,6,5,3,4,2,8
11_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,250.0,1,5,6,7,2,8,3,4
11_D,47,78.0,24.0,0.0,6.0,24.0,2.0,3.0,0.0,3,5,1,6,7,4,8,2
11_E,5,13.0,1.0,0.0,1.0,1.0,2.0,1.0,1000005.0,2,3,7,1,5,6,4,8
120_C,28,45.0,12.0,0.0,6.0,12.0,2.0,1.0,0.0,5,7,4,8,2,1,3,6
120_H,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,205.0,5,7,4,8,6,1,3,2
121_A,24,43.0,13.0,0.0,2.0,13.0,2.0,1.0,0.0,5,3,6,8,7,2,4,1
121_B,28,51.0,8.0,0.0,6.0,8.0,1.0,2.0,0.0,2,7,5,1,6,3,8,4
121_C,20,42.0,9.0,0.0,5.0,9.0,1.0,2.0,0.0,5,1,3,7,2,6,4,8
121_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,600010.0,1,5,2,8,3,4,7,6
121_E,17,27.0,9.0,0.0,3.0,9.0,3.0,1.0,0.0,2,7,5,1,3,8,4,6
122_B,20,37.0,9.0,0.0,3.0,9.0,1.0,1.0,0.0,2,1,7,4,3,5,8,6
124_B,25,40.0,13.0,0.0,3.0,13.0,3.0,3.0,0.0,7,2,1,3,6,5,4,8
